"Kota","Tanggal","Kategori","SubKategori","Rating.round","Keterangan","UnitTerjual_sum","UnitTerjual_mean","Harga_sum","Harga_mean","Diskon_sum","Diskon_mean","OmsetPenjualan_sum","OmsetPenjualan_mean","jumlahProduk"
"Jakarta Barat","01/05/2021","Pakaian Muslim Anak","Peci","5","Grosir",677,75.2222222222222,408600,45400,0,0,26876400,2986266.66666667,9
"Jakarta Barat","01/05/2021","Pakaian Muslim Anak","Peci","5","None",6034,92.8307692307692,3871350,59559.2307692308,0,0,248613850,3824828.46153846,65
"Jakarta Barat","01/05/2021","Pakaian Muslim Anak","Sarung","1","Grosir",1,1,115000,115000,0,0,115000,115000,1
"Jakarta Barat","01/05/2021","Pakaian Muslim Anak","Sarung","1","None",37,37,50000,50000,0,0,1850000,1850000,1
"Jakarta Barat","01/05/2021","Pakaian Muslim Anak","Sarung","3","Grosir",1,1,80000,80000,0,0,80000,80000,1
"Jakarta Barat","01/05/2021","Pakaian Muslim Anak","Sarung","3","None",4,1,529000,132250,0,0,529000,132250,4
"Jakarta Barat","01/05/2021","Pakaian Muslim Anak","Sarung","4","Grosir",42,7,474100,79016.6666666667,0,0,2590000,431666.666666667,6
"Jakarta Barat","01/05/2021","Pakaian Muslim Anak","Sarung","4","None",1284,33.7894736842105,3234150,85109.2105263158,0,0,79005600,2079094.73684211,38
"Jakarta Barat","01/05/2021","Pakaian Muslim Anak","Sarung","5","Grosir",2003,250.375,470500,58812.5,0,0,50215900,6276987.5,8
"Jakarta Barat","01/05/2021","Pakaian Muslim Anak","Sarung","5","None",11570,119.278350515464,6345120,65413.6082474227,0,0,506405151,5220671.65979381,97
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sarung","1","Grosir",1,1,89000,89000,0,0,89000,89000,1
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sarung","1","None",2,1,206000,103000,0,0,206000,103000,2
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sarung","2","None",17,8.5,224000,112000,0,0,1215000,607500,2
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sarung","3","None",11,2.75,327500,81875,0,0,812500,203125,4
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sarung","4","Grosir",26,6.5,324000,81000,0,0,1779000,444750,4
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sarung","4","None",64,4,1837048,114815.5,0,0,5949448,371840.5,16
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sarung","5","Grosir",92,18.4,349000,69800,0,0,7941000,1588200,5
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sarung","5","None",3528,40.0909090909091,12140099,137955.670454545,1.2,0.0136363636363636,788377699,8958837.48863636,88
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sirwal","1","None",8,2,250140,62535,0,0,496280,124070,4
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sirwal","2","None",5,1.66666666666667,328800,109600,0,0,587700,195900,3
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sirwal","3","Grosir",3,1.5,121900,60950,0,0,176900,88450,2
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sirwal","3","None",20,2.85714285714286,1114630,159232.857142857,0,0,2951860,421694.285714286,7
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sirwal","4","Grosir",44,8.8,322300,64460,0,0,2383300,476660,5
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sirwal","4","None",595,19.8333333333333,3225910,107530.333333333,0.86,0.0286666666666667,49855170,1661839,30
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sirwal","5","Grosir",1737,51.0882352941176,2376450,69895.5882352941,0,0,99292650,2920372.05882353,34
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Celana Sirwal","5","None",17954,152.152542372881,14808150,125492.796610169,4.37,0.0370338983050847,2815951550,23863996.1864407,118
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Gamis","1","None",7,2.33333333333333,411500,137166.666666667,0,0,991500,330500,3
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Gamis","2","None",8,2,731300,182825,0,0,1450900,362725,4
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Gamis","3","None",97,5.10526315789474,3380700,177931.578947368,1,0.0526315789473684,21830600,1148978.94736842,19
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Gamis","4","Grosir",156,19.5,1242200,155275,0,0,24860000,3107500,8
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Gamis","4","None",3634,31.0598290598291,21403199,182933.324786325,14.38,0.122905982905983,558605698,4774407.67521368,117
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Gamis","5","Grosir",907,21.093023255814,6396399,148753.465116279,0,0,90078299,2094844.1627907,43
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Gamis","5","None",26537,63.0332541567696,75963310,180435.41567696,29.32,0.0696437054631829,5964505980,14167472.6365796,421
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Koko","1","Grosir",12,1.71428571428571,725798,103685.428571429,0,0,1096797,156685.285714286,7
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Koko","1","None",64,1.52380952380952,5430912,129307.428571429,0,0,8252536,196488.952380952,42
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Koko","2","Grosir",24,6,582620,145655,0,0,3262460,815615,4
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Koko","2","None",94,2.61111111111111,5489770,152493.611111111,0.73,0.0202777777777778,11113160,308698.888888889,36
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Koko","3","Grosir",88,6.76923076923077,1360800,104676.923076923,0,0,5560800,427753.846153846,13
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Koko","3","None",513,4.07142857142857,17172678,136291.095238095,1.28,0.0101587301587302,61783401,490344.452380952,126
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Koko","4","Grosir",2299,40.3333333333333,5885100,103247.368421053,0,0,137591900,2413892.98245614,57
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Koko","4","None",70829,90.8064102564103,93825622,120289.258974359,17.52,0.0224615384615385,4677638393,5996972.29871795,780
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Koko","5","Grosir",7596,35.6619718309859,27608000,129615.023474178,0,0,762253200,3578653.52112676,213
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Koko","5","None",138552,44.2516767805813,528798952,168891.393165123,126.96,0.0405493452571064,15122826768,4830030.90641967,3131
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Peci","1","Grosir",8,2.66666666666667,36990,12330,0,0,124490,41496.6666666667,3
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Peci","1","None",26,2,604800,46523.0769230769,0,0,1385800,106600,13
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Peci","2","Grosir",11,5.5,41000,20500,0,0,166000,83000,2
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Peci","2","None",29,2.9,497700,49770,0,0,1201400,120140,10
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Peci","3","Grosir",92,18.4,110900,22180,0,0,2214200,442840,5
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Peci","3","None",218,9.47826086956522,1154100,50178.2608695652,0,0,3506900,152473.913043478,23
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Peci","4","Grosir",10360,287.777777777778,874100,24280.5555555556,0,0,254622700,7072852.77777778,36
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Peci","4","None",10010,84.8305084745763,5594860,47414.0677966102,0.94,0.00796610169491525,109163490,925114.322033898,118
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Peci","5","Grosir",40934,227.411111111111,5494669,30525.9388888889,0,0,751732304,4176290.57777778,180
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Peci","5","None",59319,84.862660944206,33845529,48419.9270386266,0.94,0.0013447782546495,1378720929,1972419.06866953,699
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Sorban","1","None",1,1,245000,245000,0,0,245000,245000,1
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Sorban","3","None",6,2,170900,56966.6666666667,0,0,282700,94233.3333333333,3
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Sorban","4","Grosir",134,19.1428571428571,613140,87591.4285714286,0,0,5045520,720788.571428571,7
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Sorban","4","None",384,15.36,1299680,51987.2,0,0,13555180,542207.2,25
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Sorban","5","Grosir",2531,120.52380952381,1129500,53785.7142857143,0,0,56378500,2684690.47619048,21
"Jakarta Barat","01/05/2021","Pakaian Muslim Pria","Sorban","5","None",2388,26.8314606741573,7540595,84725.7865168539,0,0,140102466,1574185.01123596,89
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Mukena","1","Grosir",40,8,1058500,211700,0,0,4682000,936400,5
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Mukena","1","None",299,9.64516129032258,4634000,149483.870967742,0.27,0.00870967741935484,46051500,1485532.25806452,31
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Mukena","2","Grosir",58,3.86666666666667,2027499,135166.6,0,0,7139998,475999.866666667,15
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Mukena","2","None",274,7.61111111111111,4952800,137577.777777778,0.64,0.0177777777777778,41706700,1158519.44444444,36
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Mukena","3","Grosir",146,4.42424242424242,7074000,214363.636363636,0,0,24434000,740424.242424242,33
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Mukena","3","None",688,4.98550724637681,19958413,144626.18115942,1.17,0.00847826086956522,94305625,683374.094202899,138
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Mukena","4","Grosir",12442,70.6931818181818,24150000,137215.909090909,0,0,990231500,5626315.34090909,176
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Mukena","4","None",32276,44.0327421555252,100777749,137486.697135061,14.67,0.0200136425648022,3146305469,4292367.62482947,733
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Mukena","5","Grosir",16255,45.4050279329609,56857548,158819.966480447,0,0,1723581713,4814474.05865922,358
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Mukena","5","None",93153,44.7850961538462,365674653,175805.121634615,24.47,0.0117644230769231,11463661671,5511375.80336538,2080
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sajadah","1","Grosir",2,2,100000,1e+05,0,0,2e+05,2e+05,1
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sajadah","1","None",184,4.71794871794872,3167300,81212.8205128205,0.4,0.0102564102564103,14214700,364479.487179487,39
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sajadah","2","Grosir",1,1,150000,150000,0,0,150000,150000,1
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sajadah","2","None",106,4.41666666666667,1511750,62989.5833333333,0.24,0.01,5987600,249483.333333333,24
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sajadah","3","Grosir",12,3,350000,87500,0,0,630000,157500,4
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sajadah","3","None",760,11.875,5020112,78439.25,0.39,0.00609375,30083412,470053.3125,64
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sajadah","4","Grosir",290,16.1111111111111,1090939,60607.7222222222,0,0,11055395,614188.611111111,18
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sajadah","4","None",17619,67.2480916030534,19637211,74951.1870229008,0.85,0.00324427480916031,629896353,2404184.55343511,262
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sajadah","5","Grosir",16086,118.279411764706,12026106,88427.25,0,0,543719575,3997938.05147059,136
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sajadah","5","None",243101,231.304471931494,113649191,108134.339676499,4.38,0.0041674595623216,6919659811,6583881.83729781,1051
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sarung","1","Grosir",16,16,45000,45000,0,0,720000,720000,1
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sarung","1","None",112,6.22222222222222,2770600,153922.222222222,0.4,0.0222222222222222,14996300,833127.777777778,18
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sarung","2","None",88,6.28571428571429,1853487,132391.928571429,0,0,7458477,532748.357142857,14
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sarung","3","Grosir",395,98.75,514000,128500,0,0,23660500,5915125,4
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sarung","3","None",639,18.2571428571429,4883064,139516.114285714,0,0,48800560,1394301.71428571,35
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sarung","4","Grosir",3849,226.411764705882,1320000,77647.0588235294,0,0,136413000,8024294.11764706,17
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sarung","4","None",16043,79.81592039801,17287097,86005.4577114428,0,0,982067143,4885906.1840796,201
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sarung","5","Grosir",20891,172.652892561983,10443510,86310,0,0,951934834,7867230.03305785,121
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Sarung","5","None",80704,116.120863309353,106060853,152605.543884892,0.05,7.19424460431655e-05,4953375934,7127159.61726619,695
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Tasbih","1","Grosir",27,9,291500,97166.6666666667,0,0,528000,176000,3
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Tasbih","1","None",593,53.9090909090909,1311200,119200,0,0,2223200,202109.090909091,11
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Tasbih","2","None",5,1.66666666666667,366900,122300,0.24,0.08,583800,194600,3
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Tasbih","3","Grosir",112,112,12500,12500,0,0,1400000,1400000,1
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Tasbih","3","None",66,3.66666666666667,1333700,74094.4444444444,0,0,2961200,164511.111111111,18
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Tasbih","4","Grosir",883,38.3913043478261,1017447,44236.8260869565,0,0,12103039,526219.086956522,23
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Tasbih","4","None",44306,309.832167832168,11510517,80493.1258741259,0,0,178202213,1246169.32167832,143
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Tasbih","5","Grosir",38353,327.803418803419,3651081,31205.8205128205,0,0,261964751,2239014.96581197,117
"Jakarta Barat","01/05/2021","Peralatan Ibadah","Tasbih","5","None",639987,953.780923994039,58961287,87870.7704918033,0,0,3021148958,4502457.46348733,671
"Jakarta Barat","03/05/2021","Atasan Wanita","Blouse","1","None",24,1.2,2059044,102952.2,0,0,2562891,128144.55,20
"Jakarta Barat","03/05/2021","Atasan Wanita","Blouse","2","Grosir",2,1,187000,93500,0,0,187000,93500,2
"Jakarta Barat","03/05/2021","Atasan Wanita","Blouse","2","None",45,2.36842105263158,1746572,91924.8421052632,0,0,4102140,215902.105263158,19
"Jakarta Barat","03/05/2021","Atasan Wanita","Blouse","3","Grosir",13,1.44444444444444,689997,76666.3333333333,0,0,951994,105777.111111111,9
"Jakarta Barat","03/05/2021","Atasan Wanita","Blouse","3","None",150,2.94117647058824,4734588,92835.0588235294,0.7,0.0137254901960784,11580060,227060,51
"Jakarta Barat","03/05/2021","Atasan Wanita","Blouse","4","Grosir",450,9.78260869565217,2849610,61948.0434782609,0,0,21706776,471886.434782609,46
"Jakarta Barat","03/05/2021","Atasan Wanita","Blouse","4","None",7295,35.5853658536585,17927536,87451.3951219512,0.72,0.00351219512195122,396631337,1934787.0097561,205
"Jakarta Barat","03/05/2021","Atasan Wanita","Blouse","5","Grosir",3769,36.9509803921569,7329246,71855.3529411765,0,0,271053974,2657391.90196078,102
"Jakarta Barat","03/05/2021","Atasan Wanita","Blouse","5","None",49040,85.8844133099825,56165531,98363.4518388792,8.76,0.0153415061295972,3116504778,5457976.8441331,571
"Jakarta Barat","03/05/2021","Atasan Wanita","Manset","1","None",21,3,585500,83642.8571428571,0,0,1595000,227857.142857143,7
"Jakarta Barat","03/05/2021","Atasan Wanita","Manset","2","Grosir",1,1,15500,15500,0,0,15500,15500,1
"Jakarta Barat","03/05/2021","Atasan Wanita","Manset","2","None",7,3.5,46400,23200,0,0,181300,90650,2
"Jakarta Barat","03/05/2021","Atasan Wanita","Manset","3","Grosir",47,47,12000,12000,0,0,564000,564000,1
"Jakarta Barat","03/05/2021","Atasan Wanita","Manset","3","None",220,11.5789473684211,515940,27154.7368421053,0,0,2927390,154073.157894737,19
"Jakarta Barat","03/05/2021","Atasan Wanita","Manset","4","Grosir",3477,151.173913043478,506250,22010.8695652174,0,0,58215000,2531086.95652174,23
"Jakarta Barat","03/05/2021","Atasan Wanita","Manset","4","None",6272,74.6666666666667,2216496,26386.8571428571,0.45,0.00535714285714286,118426160,1409835.23809524,84
"Jakarta Barat","03/05/2021","Atasan Wanita","Manset","5","Grosir",13407,239.410714285714,1776999,31732.125,0,0,309393195,5524878.48214286,56
"Jakarta Barat","03/05/2021","Atasan Wanita","Manset","5","None",40025,113.385269121813,11778052,33365.5864022663,2.89,0.00818696883852691,1019229067,2887334.4674221,353
"Jakarta Barat","03/05/2021","Atasan Wanita","Syari","1","Grosir",2,1,270999,135499.5,0,0,270999,135499.5,2
"Jakarta Barat","03/05/2021","Atasan Wanita","Syari","1","None",20,1.66666666666667,2295098,191258.166666667,0,0,3323097,276924.75,12
"Jakarta Barat","03/05/2021","Atasan Wanita","Syari","2","Grosir",7,2.33333333333333,554232,184744,0,0,1113131,371043.666666667,3
"Jakarta Barat","03/05/2021","Atasan Wanita","Syari","2","None",20,1.53846153846154,2097998,161384.461538462,0,0,3151997,242461.307692308,13
"Jakarta Barat","03/05/2021","Atasan Wanita","Syari","3","Grosir",22,2.44444444444444,1249316,138812.888888889,0,0,2954904,328322.666666667,9
"Jakarta Barat","03/05/2021","Atasan Wanita","Syari","3","None",143,1.85714285714286,10915688,141762.181818182,0,0,19587187,254379.051948052,77
"Jakarta Barat","03/05/2021","Atasan Wanita","Syari","4","Grosir",850,19.3181818181818,6120575,139103.977272727,0,0,107310121,2438866.38636364,44
"Jakarta Barat","03/05/2021","Atasan Wanita","Syari","4","None",2503,11.2747747747748,34322757,154607.013513514,1.41,0.00635135135135135,332320793,1496940.50900901,222
"Jakarta Barat","03/05/2021","Atasan Wanita","Syari","5","Grosir",32707,132.417004048583,41160759,166642.748987854,0,0,5133333129,20782725.2186235,247
"Jakarta Barat","03/05/2021","Atasan Wanita","Syari","5","None",24504,29.311004784689,160740785,192273.666267943,3,0.00358851674641148,5024330612,6009964.84688995,836
"Jakarta Barat","03/05/2021","Atasan Wanita","Tunik","1","Grosir",3,1.5,137900,68950,0,0,197800,98900,2
"Jakarta Barat","03/05/2021","Atasan Wanita","Tunik","1","None",96,2.28571428571429,3212747,76493.9761904762,0,0,6519094,155216.523809524,42
"Jakarta Barat","03/05/2021","Atasan Wanita","Tunik","2","Grosir",19,3.8,301300,60260,0,0,957300,191460,5
"Jakarta Barat","03/05/2021","Atasan Wanita","Tunik","2","None",138,2.50909090909091,4287892,77961.6727272727,0,0,10099885,183634.272727273,55
"Jakarta Barat","03/05/2021","Atasan Wanita","Tunik","3","Grosir",63,2.17241379310345,2067187,71282.3103448276,0,0,3952484,136292.551724138,29
"Jakarta Barat","03/05/2021","Atasan Wanita","Tunik","3","None",590,2.82296650717703,15287313,73145.038277512,0.6,0.00287081339712919,37439308,179135.444976077,209
"Jakarta Barat","03/05/2021","Atasan Wanita","Tunik","4","Grosir",1573,13.9203539823009,7537792,66706.1238938053,0,0,92907940,822194.159292035,113
"Jakarta Barat","03/05/2021","Atasan Wanita","Tunik","4","None",18109,20.8149425287356,70716852,81283.7379310345,1.71,0.00196551724137931,977468736,1123527.28275862,870
"Jakarta Barat","03/05/2021","Atasan Wanita","Tunik","5","Grosir",21944,55.6954314720812,27126182,68848.1776649746,0,0,1520011037,3857896.03299492,394
"Jakarta Barat","03/05/2021","Atasan Wanita","Tunik","5","None",105875,38.2220216606498,267193389,96459.7072202166,26.78,0.00966787003610108,8454099440,3052021.45848375,2770
"Jakarta Barat","03/05/2021","Bawahan Wanita","Kulot","1","None",5,1,345005,69001,0,0,345005,69001,5
"Jakarta Barat","03/05/2021","Bawahan Wanita","Kulot","2","Grosir",1,1,99000,99000,0,0,99000,99000,1
"Jakarta Barat","03/05/2021","Bawahan Wanita","Kulot","2","None",1,1,55000,55000,0,0,55000,55000,1
"Jakarta Barat","03/05/2021","Bawahan Wanita","Kulot","3","Grosir",6,6,70000,70000,0,0,420000,420000,1
"Jakarta Barat","03/05/2021","Bawahan Wanita","Kulot","3","None",3,1.5,154000,77000,0,0,233000,116500,2
"Jakarta Barat","03/05/2021","Bawahan Wanita","Kulot","4","Grosir",27,6.75,485498,121374.5,0,0,3260988,815247,4
"Jakarta Barat","03/05/2021","Bawahan Wanita","Kulot","4","None",186,10.9411764705882,1645800,96811.7647058823,0.43,0.0252941176470588,15994700,940864.705882353,17
"Jakarta Barat","03/05/2021","Bawahan Wanita","Kulot","5","Grosir",2575,198.076923076923,1464799,112676.846153846,0,0,245771165,18905474.2307692,13
"Jakarta Barat","03/05/2021","Bawahan Wanita","Kulot","5","None",2284,43.9230769230769,5351399,102911.519230769,1.02,0.0196153846153846,170386569,3276664.78846154,52
"Jakarta Barat","03/05/2021","Bawahan Wanita","Rok","1","None",3,1,191000,63666.6666666667,0,0,191000,63666.6666666667,3
"Jakarta Barat","03/05/2021","Bawahan Wanita","Rok","2","None",12,6,120599,60299.5,0,0,477998,238999,2
"Jakarta Barat","03/05/2021","Bawahan Wanita","Rok","3","None",43,4.3,703400,70340,0,0,1875200,187520,10
"Jakarta Barat","03/05/2021","Bawahan Wanita","Rok","4","Grosir",70,10,560985,80140.7142857143,0,0,5820364,831480.571428571,7
"Jakarta Barat","03/05/2021","Bawahan Wanita","Rok","4","None",1934,32.2333333333333,4392894,73214.9,0,0,76776251,1279604.18333333,60
"Jakarta Barat","03/05/2021","Bawahan Wanita","Rok","5","Grosir",4360,121.111111111111,3226993,89638.6944444444,0,0,242941686,6748380.16666667,36
"Jakarta Barat","03/05/2021","Bawahan Wanita","Rok","5","None",14472,51.5017793594306,23884433,84997.9822064057,2.38,0.00846975088967972,896599323,3190744.92170819,281
"Jakarta Barat","03/05/2021","Dress","Abaya","1","None",2,1,222500,111250,0,0,222500,111250,2
"Jakarta Barat","03/05/2021","Dress","Abaya","2","None",5,2.5,280000,140000,0,0,658000,329000,2
"Jakarta Barat","03/05/2021","Dress","Abaya","3","None",4,1.33333333333333,628000,209333.333333333,0,0,863000,287666.666666667,3
"Jakarta Barat","03/05/2021","Dress","Abaya","4","Grosir",107,53.5,122700,61350,0,0,6882000,3441000,2
"Jakarta Barat","03/05/2021","Dress","Abaya","4","None",124,8.26666666666667,2967298,197819.866666667,0,0,23451098,1563406.53333333,15
"Jakarta Barat","03/05/2021","Dress","Abaya","5","Grosir",855,32.8846153846154,4902267,188548.730769231,0,0,166954321,6421320.03846154,26
"Jakarta Barat","03/05/2021","Dress","Abaya","5","None",2068,22.2365591397849,20979148,225582.23655914,1.05,0.0112903225806452,519604408,5587144.17204301,93
"Jakarta Barat","03/05/2021","Dress","Gamis","1","Grosir",10,1.42857142857143,772500,110357.142857143,0,0,1218500,174071.428571429,7
"Jakarta Barat","03/05/2021","Dress","Gamis","1","None",125,1.86567164179104,9123691,136174.492537313,0,0,15608490,232962.537313433,67
"Jakarta Barat","03/05/2021","Dress","Gamis","2","Grosir",5,2.5,246894,123447,0,0,624594,312297,2
"Jakarta Barat","03/05/2021","Dress","Gamis","2","None",101,2.65789473684211,4694735,123545.657894737,0,0,12212264,321375.368421053,38
"Jakarta Barat","03/05/2021","Dress","Gamis","3","Grosir",35,2.33333333333333,1972798,131519.866666667,0,0,4956497,330433.133333333,15
"Jakarta Barat","03/05/2021","Dress","Gamis","3","None",377,2.51333333333333,21073893,140492.62,0,0,46345582,308970.546666667,150
"Jakarta Barat","03/05/2021","Dress","Gamis","4","Grosir",2043,26.1923076923077,9847987,126256.243589744,0,0,180834417,2318389.96153846,78
"Jakarta Barat","03/05/2021","Dress","Gamis","4","None",7980,11.6496350364964,90771519,132513.166423358,2.64,0.00385401459854015,880569871,1285503.46131387,685
"Jakarta Barat","03/05/2021","Dress","Gamis","5","Grosir",57200,96.1344537815126,86425892,145253.6,0,0,7109282186,11948373.4218487,595
"Jakarta Barat","03/05/2021","Dress","Gamis","5","None",90976,27.1976083707025,526762728,157477.646636771,34.17,0.0102152466367713,11423642815,3415139.85500747,3345
"Jakarta Barat","03/05/2021","Dress","Jumpsuit","1","None",1,1,295000,295000,0,0,295000,295000,1
"Jakarta Barat","03/05/2021","Dress","Jumpsuit","3","Grosir",8,8,58000,58000,0,0,464000,464000,1
"Jakarta Barat","03/05/2021","Dress","Jumpsuit","3","None",1,1,69000,69000,0,0,69000,69000,1
"Jakarta Barat","03/05/2021","Dress","Jumpsuit","4","None",137,11.4166666666667,2360386,196698.833333333,0,0,26642184,2220182,12
"Jakarta Barat","03/05/2021","Dress","Jumpsuit","5","Grosir",67,67,49900,49900,0,0,3343300,3343300,1
"Jakarta Barat","03/05/2021","Dress","Jumpsuit","5","None",182,6.74074074074074,2699440,99979.2592592593,0,0,15161620,561541.481481481,27
"Jakarta Barat","03/05/2021","Dress","Kaftan","1","Grosir",2,2,145000,145000,0,0,290000,290000,1
"Jakarta Barat","03/05/2021","Dress","Kaftan","1","None",16,1.14285714285714,2305899,164707.071428571,0,0,2874899,205349.928571429,14
"Jakarta Barat","03/05/2021","Dress","Kaftan","2","Grosir",6,6,160000,160000,0,0,960000,960000,1
"Jakarta Barat","03/05/2021","Dress","Kaftan","2","None",15,2.5,839000,139833.333333333,0,0,2080000,346666.666666667,6
"Jakarta Barat","03/05/2021","Dress","Kaftan","3","None",43,2.04761904761905,3129999,149047.571428571,0,0,6117998,291333.238095238,21
"Jakarta Barat","03/05/2021","Dress","Kaftan","4","Grosir",43,5.375,1173598,146699.75,0,0,7405575,925696.875,8
"Jakarta Barat","03/05/2021","Dress","Kaftan","4","None",752,12.7457627118644,9150398,155091.491525424,0,0,120300398,2038989.79661017,59
"Jakarta Barat","03/05/2021","Dress","Kaftan","5","Grosir",777,22.2,5359287,153122.485714286,0,0,102767268,2936207.65714286,35
"Jakarta Barat","03/05/2021","Dress","Kaftan","5","None",3163,16.5602094240838,55239623,289212.685863874,1.18,0.00617801047120419,852121286,4461367.9895288,191
"Jakarta Barat","03/05/2021","Jilbab","Jilbab","1","Grosir",25,5,150000,30000,0,0,706000,141200,5
"Jakarta Barat","03/05/2021","Jilbab","Jilbab","1","None",132,3.66666666666667,1800889,50024.6944444444,0,0,4896689,136019.138888889,36
"Jakarta Barat","03/05/2021","Jilbab","Jilbab","2","Grosir",17,2.125,446500,55812.5,0,0,874500,109312.5,8
"Jakarta Barat","03/05/2021","Jilbab","Jilbab","2","None",91,5.05555555555556,670300,37238.8888888889,0,0,2601100,144505.555555556,18
"Jakarta Barat","03/05/2021","Jilbab","Jilbab","3","Grosir",95,4.31818181818182,831499,37795.4090909091,0,0,3173791,144263.227272727,22
"Jakarta Barat","03/05/2021","Jilbab","Jilbab","3","None",348,3.625,4458591,46443.65625,0,0,14425728,150268,96
