"Kota","Tanggal","Kategori","SubKategori","Rating.round","Keterangan","UnitTerjual_sum","UnitTerjual_mean","Harga_sum","Harga_mean","Diskon_sum","Diskon_mean","OmsetPenjualan_sum","OmsetPenjualan_mean","jumlahProduk"
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Gamis","5","Grosir",295,26.8181818181818,1873500,170318.181818182,0,0,39767500,3615227.27272727,11
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Gamis","5","None",6334,62.7128712871287,17634889,174602.861386139,0,0,1086585615,10758273.4158416,101
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Koko","1","Grosir",11,5.5,185000,92500,0,0,615000,307500,2
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Koko","1","None",19,1.9,1244400,124440,0,0,2317900,231790,10
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Koko","2","None",10,2.5,618000,154500,0,0,1348000,337000,4
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Koko","3","Grosir",1,1,120000,120000,0,0,120000,120000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Koko","3","None",54,1.63636363636364,4869300,147554.545454545,0.2,0.00606060606060606,8649100,262093.939393939,33
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Koko","4","Grosir",244,14.3529411764706,2204500,129676.470588235,0,0,38980500,2292970.58823529,17
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Koko","4","None",1210,7.70700636942675,22363398,142442.025477707,1.15,0.00732484076433121,163076171,1038701.72611465,157
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Koko","5","Grosir",2207,29.0394736842105,9408200,123792.105263158,0,0,232326300,3056925,76
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Koko","5","None",21819,31.9926686217009,112032053,164269.872434018,10.64,0.0156011730205279,3066223876,4495929.43695015,682
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Peci","1","None",3,1.5,25400,12700,0,0,39900,19950,2
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Peci","2","None",6,3,130000,65000,0,0,310000,155000,2
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Peci","3","None",34,3.09090909090909,679100,61736.3636363636,0,0,1422100,129281.818181818,11
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Peci","4","Grosir",157,9.23529411764706,522000,30705.8823529412,0,0,3938000,231647.058823529,17
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Peci","4","None",29692,299.919191919192,3696632,37339.7171717172,0,0,918441114,9277182.96969697,99
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Peci","5","Grosir",9532,257.621621621622,1827600,49394.5945945946,0,0,80341200,2171383.78378378,37
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Peci","5","None",49002,76.2083981337481,33867687,52671.3639191291,0,0,1872529391,2912176.34681182,643
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Sorban","2","None",1,1,135000,135000,0,0,135000,135000,1
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Sorban","3","None",15,3.75,314000,78500,0,0,1198000,299500,4
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Sorban","4","Grosir",357,89.25,80000,20000,0,0,6012500,1503125,4
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Sorban","4","None",347,43.375,350500,43812.5,0,0,6049000,756125,8
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Sorban","5","Grosir",432,144,377500,125833.333333333,0,0,8800000,2933333.33333333,3
"Jakarta Selatan","21/04/2021","Pakaian Muslim Pria","Sorban","5","None",5900,128.260869565217,2739800,59560.8695652174,0,0,245076300,5327745.65217391,46
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Mukena","1","Grosir",8,2,412500,103125,0,0,847500,211875,4
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Mukena","1","None",21,1.90909090909091,1368900,124445.454545455,0,0,2771900,251990.909090909,11
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Mukena","2","Grosir",2,1,180000,90000,0,0,180000,90000,2
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Mukena","2","None",52,2.73684210526316,2289000,120473.684210526,0,0,5934000,312315.789473684,19
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Mukena","3","Grosir",40,4.44444444444444,1948000,216444.444444444,0,0,5213000,579222.222222222,9
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Mukena","3","None",246,4.1,8003800,133396.666666667,0,0,26806100,446768.333333333,60
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Mukena","4","Grosir",3748,40.3010752688172,11722400,126047.311827957,0,0,326782800,3513793.5483871,93
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Mukena","4","None",12833,33.1602067183463,53557500,138391.472868217,2.37,0.00612403100775194,842498200,2176997.93281654,387
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Mukena","5","Grosir",5264,30.7836257309942,27337899,159870.754385965,0,0,680699494,3980698.79532164,171
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Mukena","5","None",20318,17.1459915611814,272066798,229592.234599156,11.96,0.0100928270042194,3136985599,2647245.23122363,1185
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sajadah","1","Grosir",1,1,50000,50000,0,0,50000,50000,1
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sajadah","1","None",12,2,302900,50483.3333333333,0,0,422800,70466.6666666667,6
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sajadah","2","None",11,3.66666666666667,340000,113333.333333333,0.1,0.0333333333333333,1215000,405000,3
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sajadah","3","Grosir",3,3,50000,50000,0,0,150000,150000,1
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sajadah","3","None",215,13.4375,753800,47112.5,0,0,5431300,339456.25,16
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sajadah","4","Grosir",1703,81.0952380952381,1395400,66447.6190476191,0,0,51508600,2452790.47619048,21
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sajadah","4","None",5465,57.5263157894737,7083000,74557.8947368421,2.88,0.0303157894736842,214830950,2261378.42105263,95
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sajadah","5","Grosir",3947,68.051724137931,5149700,88787.9310344828,0,0,292763100,5047639.65517241,58
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sajadah","5","None",37228,64.2970639032815,106615029,184136.492227979,8.74,0.0150949913644214,3078734496,5317330.7357513,579
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sarung","1","None",7,1,1191000,170142.857142857,0,0,1191000,170142.857142857,7
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sarung","2","Grosir",15,7.5,197500,98750,0,0,1065000,532500,2
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sarung","2","None",2,1,237000,118500,0,0,237000,118500,2
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sarung","3","Grosir",56,18.6666666666667,287500,95833.3333333333,0,0,1762500,587500,3
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sarung","3","None",9,3,387500,129166.666666667,0,0,850000,283333.333333333,3
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sarung","4","Grosir",645,58.6363636363636,709699,64518.0909090909,0,0,38755495,3523226.81818182,11
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sarung","4","None",2025,53.2894736842105,3109600,81831.5789473684,0,0,107824700,2837492.10526316,38
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sarung","5","Grosir",2430,75.9375,2205300,68915.625,0,0,108464700,3389521.875,32
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Sarung","5","None",25764,87.6326530612245,38437079,130738.363945578,2.02,0.00687074829931973,1558110456,5299695.42857143,294
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Tasbih","1","None",1,1,113000,113000,0,0,113000,113000,1
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Tasbih","2","Grosir",1,1,6000,6000,0,0,6000,6000,1
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Tasbih","2","None",1,1,98000,98000,0,0,98000,98000,1
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Tasbih","3","None",148,29.6,375100,75020,0,0,1051100,210220,5
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Tasbih","4","Grosir",4163,594.714285714286,487800,69685.7142857143,0,0,29361700,4194528.57142857,7
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Tasbih","4","None",13949,398.542857142857,1568199,44805.6857142857,0,0,165500199,4728577.11428571,35
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Tasbih","5","Grosir",22300,696.875,1852550,57892.1875,0,0,188190300,5880946.875,32
"Jakarta Selatan","21/04/2021","Peralatan Ibadah","Tasbih","5","None",147043,384.929319371728,35343754,92522.9162303665,0.7,0.00183246073298429,2168124369,5675718.2434555,382
"Jakarta Selatan","23/04/2021","Atasan Wanita","Blouse","1","None",3,1,237900,79300,0,0,237900,79300,3
"Jakarta Selatan","23/04/2021","Atasan Wanita","Blouse","2","None",1,1,138000,138000,0,0,138000,138000,1
"Jakarta Selatan","23/04/2021","Atasan Wanita","Blouse","3","Grosir",4,2,101000,50500,0,0,202000,101000,2
"Jakarta Selatan","23/04/2021","Atasan Wanita","Blouse","3","None",70,5,1218715,87051.0714285714,0.3,0.0214285714285714,7686450,549032.142857143,14
"Jakarta Selatan","23/04/2021","Atasan Wanita","Blouse","4","Grosir",20,2.5,697000,87125,0,0,1713000,214125,8
"Jakarta Selatan","23/04/2021","Atasan Wanita","Blouse","4","None",833,12.0724637681159,14187537,205616.47826087,10.68,0.154782608695652,137301580,1989877.97101449,69
"Jakarta Selatan","23/04/2021","Atasan Wanita","Blouse","5","Grosir",138,23,399000,66500,0,0,6049500,1008250,6
"Jakarta Selatan","23/04/2021","Atasan Wanita","Blouse","5","None",2003,13.0915032679739,45721886,298835.85620915,38.82,0.253725490196078,727474878,4754737.76470588,153
"Jakarta Selatan","23/04/2021","Atasan Wanita","Manset","1","None",4,4,14500,14500,0,0,58000,58000,1
"Jakarta Selatan","23/04/2021","Atasan Wanita","Manset","2","Grosir",11,11,22000,22000,0,0,242000,242000,1
"Jakarta Selatan","23/04/2021","Atasan Wanita","Manset","2","None",26,6.5,191000,47750,0,0,612000,153000,4
"Jakarta Selatan","23/04/2021","Atasan Wanita","Manset","3","Grosir",1,1,7500,7500,0,0,7500,7500,1
"Jakarta Selatan","23/04/2021","Atasan Wanita","Manset","3","None",81,8.1,327514,32751.4,0,0,2128041,212804.1,10
"Jakarta Selatan","23/04/2021","Atasan Wanita","Manset","4","Grosir",1908,51.5675675675676,642750,17371.6216216216,0,0,31835250,860412.162162162,37
"Jakarta Selatan","23/04/2021","Atasan Wanita","Manset","4","None",3867,74.3653846153846,1151650,22147.1153846154,0,0,79374550,1526433.65384615,52
"Jakarta Selatan","23/04/2021","Atasan Wanita","Manset","5","Grosir",61554,946.984615384615,1426820,21951.0769230769,0,0,1313002020,20200031.0769231,65
"Jakarta Selatan","23/04/2021","Atasan Wanita","Manset","5","None",26274,202.107692307692,4191147,32239.5923076923,0.83,0.00638461538461538,924361158,7110470.44615385,130
"Jakarta Selatan","23/04/2021","Atasan Wanita","Syari","1","None",14,2.8,1090000,218000,0.3,0.06,5003500,1000700,5
"Jakarta Selatan","23/04/2021","Atasan Wanita","Syari","2","Grosir",11,11,22000,22000,0,0,242000,242000,1
"Jakarta Selatan","23/04/2021","Atasan Wanita","Syari","2","None",30,4.28571428571429,782000,111714.285714286,0,0,1309000,187000,7
"Jakarta Selatan","23/04/2021","Atasan Wanita","Syari","3","Grosir",1,1,7500,7500,0,0,7500,7500,1
"Jakarta Selatan","23/04/2021","Atasan Wanita","Syari","3","None",114,4.56,3012414,120496.56,0,0,7792941,311717.64,25
"Jakarta Selatan","23/04/2021","Atasan Wanita","Syari","4","Grosir",1942,52.4864864864865,1092250,29520.2702702703,0,0,36889750,997020.27027027,37
"Jakarta Selatan","23/04/2021","Atasan Wanita","Syari","4","None",2320,22.970297029703,12527684,124036.475247525,0,0,78711954,779326.277227723,101
"Jakarta Selatan","23/04/2021","Atasan Wanita","Syari","5","Grosir",37953,486.576923076923,4216080,54052.3076923077,0,0,864486090,11083155,78
"Jakarta Selatan","23/04/2021","Atasan Wanita","Syari","5","None",17363,66.5249042145594,38751944,148474.881226054,0.83,0.00318007662835249,963577167,3691866.54022988,261
"Jakarta Selatan","23/04/2021","Atasan Wanita","Tunik","1","Grosir",2,1,100000,50000,0,0,1e+05,50000,2
"Jakarta Selatan","23/04/2021","Atasan Wanita","Tunik","1","None",7,1.4,782500,156500,0,0,1411500,282300,5
"Jakarta Selatan","23/04/2021","Atasan Wanita","Tunik","2","None",9,1.5,689000,114833.333333333,0,0,1106000,184333.333333333,6
"Jakarta Selatan","23/04/2021","Atasan Wanita","Tunik","3","Grosir",11,5.5,83000,41500,0,0,390000,195000,2
"Jakarta Selatan","23/04/2021","Atasan Wanita","Tunik","3","None",91,3.03333333333333,2382550,79418.3333333333,0,0,6646050,221535,30
"Jakarta Selatan","23/04/2021","Atasan Wanita","Tunik","4","Grosir",30,2.72727272727273,1040000,94545.4545454545,0,0,2566000,233272.727272727,11
"Jakarta Selatan","23/04/2021","Atasan Wanita","Tunik","4","None",1282,9.78625954198473,29056007,221801.580152672,16.68,0.127328244274809,291358800,2224112.97709924,131
"Jakarta Selatan","23/04/2021","Atasan Wanita","Tunik","5","Grosir",103,5.42105263157895,2324900,122363.157894737,0,0,9465400,498178.947368421,19
"Jakarta Selatan","23/04/2021","Atasan Wanita","Tunik","5","None",6675,14.385775862069,115930128,249849.413793103,103.2,0.222413793103448,2142447877,4617344.5625,464
"Jakarta Selatan","23/04/2021","Bawahan Wanita","Kulot","4","None",2,2,75000,75000,0,0,150000,150000,1
"Jakarta Selatan","23/04/2021","Bawahan Wanita","Kulot","5","Grosir",3,3,80000,80000,0,0,240000,240000,1
"Jakarta Selatan","23/04/2021","Bawahan Wanita","Kulot","5","None",248,22.5454545454545,1415100,128645.454545455,0.5,0.0454545454545455,24484600,2225872.72727273,11
"Jakarta Selatan","23/04/2021","Bawahan Wanita","Rok","2","None",3,1.5,134000,67000,0,0,174000,87000,2
"Jakarta Selatan","23/04/2021","Bawahan Wanita","Rok","3","None",20,6.66666666666667,189100,63033.3333333333,0,0,1023600,341200,3
"Jakarta Selatan","23/04/2021","Bawahan Wanita","Rok","4","Grosir",67,16.75,451000,112750,0,0,7145000,1786250,4
"Jakarta Selatan","23/04/2021","Bawahan Wanita","Rok","4","None",190,7.91666666666667,2120397,88349.875,0,0,14678784,611616,24
"Jakarta Selatan","23/04/2021","Bawahan Wanita","Rok","5","Grosir",168,21,1096000,137000,0,0,24616000,3077000,8
"Jakarta Selatan","23/04/2021","Bawahan Wanita","Rok","5","None",1750,16.8269230769231,13490540,129716.730769231,5.32,0.0511538461538462,190481140,1831549.42307692,104
"Jakarta Selatan","23/04/2021","Dress","Abaya","1","Grosir",2,2,186940,186940,0,0,373880,373880,1
"Jakarta Selatan","23/04/2021","Dress","Abaya","1","None",1,1,215000,215000,0,0,215000,215000,1
"Jakarta Selatan","23/04/2021","Dress","Abaya","2","None",5,2.5,800000,4e+05,0,0,2020000,1010000,2
"Jakarta Selatan","23/04/2021","Dress","Abaya","3","None",7,1.4,1659000,331800,0.4,0.08,2657000,531400,5
"Jakarta Selatan","23/04/2021","Dress","Abaya","4","Grosir",7,7,187900,187900,0,0,1315300,1315300,1
"Jakarta Selatan","23/04/2021","Dress","Abaya","4","None",29,4.14285714285714,1551000,221571.428571429,0,0,6122000,874571.428571429,7
"Jakarta Selatan","23/04/2021","Dress","Abaya","5","Grosir",85,10.625,1490232,186279,0,0,19481260,2435157.5,8
"Jakarta Selatan","23/04/2021","Dress","Abaya","5","None",725,10.5072463768116,15478100,224320.289855072,0.4,0.00579710144927536,152624900,2211955.07246377,69
"Jakarta Selatan","23/04/2021","Dress","Gamis","1","Grosir",3,1.5,336940,168470,0,0,523880,261940,2
"Jakarta Selatan","23/04/2021","Dress","Gamis","1","None",8,1.33333333333333,1168000,194666.666666667,0,0,1516000,252666.666666667,6
"Jakarta Selatan","23/04/2021","Dress","Gamis","2","Grosir",7,2.33333333333333,325000,108333.333333333,0,0,710000,236666.666666667,3
"Jakarta Selatan","23/04/2021","Dress","Gamis","2","None",1022,56.7777777777778,3755800,208655.555555556,0,0,70108800,3894933.33333333,18
"Jakarta Selatan","23/04/2021","Dress","Gamis","3","Grosir",11,1.57142857142857,1019399,145628.428571429,0,0,1598898,228414,7
"Jakarta Selatan","23/04/2021","Dress","Gamis","3","None",129,2.63265306122449,8109236,165494.612244898,0,0,16542006,337591.959183673,49
"Jakarta Selatan","23/04/2021","Dress","Gamis","4","Grosir",91,4.13636363636364,2800200,127281.818181818,0,0,10253600,466072.727272727,22
"Jakarta Selatan","23/04/2021","Dress","Gamis","4","None",2042,11.6685714285714,31888452,182219.725714286,3.75,0.0214285714285714,270213612,1544077.78285714,175
"Jakarta Selatan","23/04/2021","Dress","Gamis","5","Grosir",10731,56.1832460732984,34372721,179961.890052356,0,0,1772992439,9282682.92670157,191
"Jakarta Selatan","23/04/2021","Dress","Gamis","5","None",18694,15.5008291873964,241828045,200520.766998342,24.55,0.0203565505804312,3536071695,2932066.08208955,1206
"Jakarta Selatan","23/04/2021","Dress","Jumpsuit","4","None",47,9.4,445000,89000,0,0,3702000,740400,5
"Jakarta Selatan","23/04/2021","Dress","Jumpsuit","5","None",13,4.33333333333333,881000,293666.666666667,0,0,7072000,2357333.33333333,3
"Jakarta Selatan","23/04/2021","Dress","Kaftan","1","None",4,1.33333333333333,648000,216000,0,0,901000,300333.333333333,3
"Jakarta Selatan","23/04/2021","Dress","Kaftan","2","None",1,1,125000,125000,0,0,125000,125000,1
"Jakarta Selatan","23/04/2021","Dress","Kaftan","3","None",6,1.2,659775,131955,0,0,699550,139910,5
"Jakarta Selatan","23/04/2021","Dress","Kaftan","4","None",169,6.5,5451000,209653.846153846,1.18,0.0453846153846154,30624000,1177846.15384615,26
"Jakarta Selatan","23/04/2021","Dress","Kaftan","5","Grosir",706,141.2,1020432,204086.4,0,0,190898160,38179632,5
"Jakarta Selatan","23/04/2021","Dress","Kaftan","5","None",2234,16.6716417910448,38439500,286861.940298507,4.98,0.0371641791044776,451607000,3370201.49253731,134
"Jakarta Selatan","23/04/2021","Jilbab","Jilbab","1","Grosir",1,1,34000,34000,0,0,34000,34000,1
"Jakarta Selatan","23/04/2021","Jilbab","Jilbab","1","None",5,1,220999,44199.8,0,0,220999,44199.8,5
"Jakarta Selatan","23/04/2021","Jilbab","Jilbab","2","Grosir",5,2.5,93000,46500,0,0,220000,110000,2
"Jakarta Selatan","23/04/2021","Jilbab","Jilbab","2","None",32,2.28571428571429,1525900,108992.857142857,0.62,0.0442857142857143,3754800,268200,14
"Jakarta Selatan","23/04/2021","Jilbab","Jilbab","3","Grosir",45,4.09090909090909,594489,54044.4545454545,0,0,1766471,160588.272727273,11
"Jakarta Selatan","23/04/2021","Jilbab","Jilbab","3","None",270,6.42857142857143,3333065,79358.6904761905,0.6,0.0142857142857143,16915883,402759.119047619,42
"Jakarta Selatan","23/04/2021","Jilbab","Jilbab","4","Grosir",863,23.3243243243243,1628000,44000,0,0,34389000,929432.432432432,37
"Jakarta Selatan","23/04/2021","Jilbab","Jilbab","4","None",2428,12.3877551020408,17079089,87138.2091836735,10.73,0.0547448979591837,221858699,1131932.1377551,196
"Jakarta Selatan","23/04/2021","Jilbab","Jilbab","5","Grosir",12627,73.8421052631579,7862153,45977.5029239766,0,0,467491444,2733868.09356725,171
"Jakarta Selatan","23/04/2021","Jilbab","Jilbab","5","None",79479,68.2809278350515,168145725,144455.090206186,121.97,0.104785223367698,9382098870,8060222.39690722,1164
"Jakarta Selatan","23/04/2021","Jilbab","Khimar","1","None",1,1,23999,23999,0,0,23999,23999,1
"Jakarta Selatan","23/04/2021","Jilbab","Khimar","2","Grosir",7,2.33333333333333,113500,37833.3333333333,0,0,261000,87000,3
"Jakarta Selatan","23/04/2021","Jilbab","Khimar","2","None",4,2,120000,60000,0,0,240000,120000,2
"Jakarta Selatan","23/04/2021","Jilbab","Khimar","3","Grosir",4,1.33333333333333,253900,84633.3333333333,0,0,418900,139633.333333333,3
"Jakarta Selatan","23/04/2021","Jilbab","Khimar","3","None",177,17.7,603405,60340.5,0,0,4554533,455453.3,10
"Jakarta Selatan","23/04/2021","Jilbab","Khimar","4","Grosir",903,34.7307692307692,2180400,83861.5384615385,0,0,40359600,1552292.30769231,26
"Jakarta Selatan","23/04/2021","Jilbab","Khimar","4","None",671,10.6507936507937,4547619,72184.4285714286,0,0,31680333,502862.428571429,63
"Jakarta Selatan","23/04/2021","Jilbab","Khimar","5","Grosir",1592,16.2448979591837,9398600,95904.0816326531,0,0,103464050,1055755.6122449,98
